image_name,has_target,hit,missed,false_positive,pred_count,best_iou,source_stage,target_color,blur_level,lighting_type,shadow_level,glare_level,exposure_level,bbox_size_bucket
stage2_000162.jpg,true,True,False,False,1,0.9726,stage2,red,none,none,none,none,none,medium
stage3_000112.jpg,true,True,False,False,1,0.9716,stage3,red,none,none,none,none,none,small
stage1_000051.jpg,false,False,False,False,0,0.0,stage1,none,none,none,none,none,none,none
stage2_000180.jpg,true,True,False,False,1,0.9636,stage2,blue,none,none,none,none,none,large
stage4_000127.jpg,true,True,False,False,1,0.9615,stage4,blue,none,glare,none,medium,mild_over,large
stage4_000128.jpg,true,True,False,False,1,0.9658,stage4,red,none,normal,none,none,normal,large
stage3_000118.jpg,true,True,False,False,1,0.9674,stage3,blue,light,none,none,none,none,large
stage4_000131.jpg,true,True,False,False,1,0.9668,stage4,blue,none,sunny,none,none,mild_over,large
stage1_000055.jpg,true,True,False,False,1,0.9814,stage1,red,none,none,none,none,none,medium
stage2_000200.jpg,true,True,False,False,1,0.9641,stage2,blue,none,none,none,none,none,large
stage2_000204.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage3_000120.jpg,true,True,False,False,1,0.9716,stage3,blue,medium,none,none,none,none,large
stage2_000216.jpg,true,True,False,False,1,0.972,stage2,blue,none,none,none,none,none,large
stage2_000217.jpg,true,True,False,False,1,0.9681,stage2,blue,none,none,none,none,none,small
stage4_000156.jpg,true,True,False,False,1,0.9552,stage4,red,light,blur_light,none,none,mild_over,medium
stage3_000135.jpg,true,True,False,False,1,0.9708,stage3,red,none,none,none,none,none,medium
stage2_000223.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_000225.jpg,true,True,False,False,1,0.9738,stage2,red,none,none,none,none,none,medium
stage4_000174.jpg,true,True,False,False,1,0.9738,stage4,red,none,normal,none,none,normal,small
stage4_000182.jpg,false,False,False,False,0,0.0,stage4,none,none,sunny,none,none,mild_over,none
stage4_000185.jpg,true,True,False,False,1,0.9547,stage4,red,none,shadow,light,none,normal,very_small
stage2_000247.jpg,true,True,False,False,1,0.9688,stage2,red,none,none,none,none,none,large
stage3_000156.jpg,true,True,False,False,1,0.9672,stage3,red,none,none,none,none,none,small
stage2_000254.jpg,true,True,False,False,1,0.9768,stage2,red,none,none,none,none,none,small
stage1_000075.jpg,true,True,False,False,1,0.973,stage1,red,none,none,none,none,none,small
stage2_000266.jpg,true,True,False,False,1,0.9621,stage2,blue,none,none,none,none,none,small
stage4_000202.jpg,true,True,False,False,1,0.9662,stage4,blue,light,blur_light,medium,none,normal,large
stage3_000169.jpg,true,True,False,False,1,0.9763,stage3,red,none,none,none,none,none,medium
stage3_000171.jpg,true,True,False,False,1,0.9749,stage3,red,none,none,none,none,none,medium
stage2_000275.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage4_000208.jpg,true,True,False,False,1,0.9809,stage4,blue,none,normal,none,none,normal,large
stage2_000281.jpg,true,True,False,False,1,0.9689,stage2,blue,none,none,none,none,none,large
stage2_000283.jpg,true,True,False,False,1,0.9559,stage2,blue,none,none,none,none,none,small
stage2_000284.jpg,true,True,False,False,1,0.9615,stage2,blue,none,none,none,none,none,large
stage2_000287.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage4_000217.jpg,true,True,False,False,1,0.982,stage4,red,none,normal,none,none,normal,medium
stage4_000222.jpg,true,True,False,False,1,0.9698,stage4,red,none,glare,none,medium,mild_over,small
stage4_000227.jpg,false,False,False,True,1,0.0,stage4,none,none,normal,none,none,normal,none
stage3_000190.jpg,false,False,False,False,0,0.0,stage3,none,light,none,none,none,none,none
stage2_000298.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage3_000193.jpg,true,True,False,False,1,0.9649,stage3,blue,light,none,none,none,none,small
stage2_000307.jpg,true,True,False,False,1,0.9746,stage2,red,none,none,none,none,none,medium
stage2_000309.jpg,true,True,False,False,1,0.9756,stage2,red,none,none,none,none,none,medium
stage1_000089.jpg,true,True,False,False,1,0.9555,stage1,blue,none,none,none,none,none,large
stage3_000201.jpg,true,True,False,False,1,0.9712,stage3,red,light,none,none,none,none,medium
stage2_000317.jpg,true,True,False,False,1,0.9641,stage2,blue,none,none,none,none,none,large
stage4_000253.jpg,true,True,False,False,1,0.9732,stage4,blue,light,blur_light,none,none,mild_over,large
stage2_000342.jpg,true,True,False,False,1,0.969,stage2,blue,none,none,none,none,none,large
stage4_000265.jpg,true,True,False,False,1,0.9676,stage4,red,none,glare,none,medium,mild_over,large
stage2_000348.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage3_000220.jpg,true,True,False,False,1,0.9503,stage3,blue,light,none,none,none,none,small
stage2_000350.jpg,true,True,False,False,1,0.9696,stage2,blue,none,none,none,none,none,medium
stage4_000268.jpg,true,True,False,False,1,0.9607,stage4,blue,none,shadow,medium,none,normal,large
stage4_000269.jpg,true,True,False,False,1,0.9048,stage4,red,none,sunny,none,none,mild_over,very_small
stage2_000374.jpg,true,True,False,False,1,0.961,stage2,blue,none,none,none,none,none,large
stage4_000304.jpg,true,True,False,False,1,0.9508,stage4,red,none,shadow,light,none,normal,very_small
stage2_000392.jpg,true,True,False,False,1,0.9773,stage2,red,none,none,none,none,none,large
stage2_000394.jpg,true,True,False,False,1,0.9771,stage2,blue,none,none,none,none,none,medium
stage2_000401.jpg,true,True,False,False,1,0.9766,stage2,red,none,none,none,none,none,medium
stage2_000406.jpg,true,True,False,False,1,0.9637,stage2,red,none,none,none,none,none,medium
stage2_000409.jpg,true,True,False,False,1,0.977,stage2,blue,none,none,none,none,none,small
stage2_000416.jpg,true,True,False,False,1,0.9735,stage2,red,none,none,none,none,none,medium
stage2_000418.jpg,true,True,False,False,1,0.9715,stage2,red,none,none,none,none,none,medium
stage2_000419.jpg,true,True,False,False,1,0.9581,stage2,red,none,none,none,none,none,very_small
stage2_000423.jpg,true,True,False,False,1,0.968,stage2,blue,none,none,none,none,none,medium
stage1_000119.jpg,true,True,False,False,1,0.9656,stage1,blue,none,none,none,none,none,large
stage4_000335.jpg,true,True,False,False,1,0.9602,stage4,blue,none,glare,none,medium,mild_over,large
stage2_000436.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_000437.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_000439.jpg,true,True,False,False,1,0.9691,stage2,red,none,none,none,none,none,large
stage3_000269.jpg,true,True,False,False,1,0.9709,stage3,red,medium,none,none,none,none,medium
stage4_000346.jpg,true,True,False,False,1,0.9752,stage4,blue,none,shadow,medium,none,normal,large
stage2_000455.jpg,true,True,False,False,1,0.9742,stage2,blue,none,none,none,none,none,medium
stage4_000354.jpg,true,True,False,False,1,0.9659,stage4,blue,light,blur_light,none,none,mild_over,large
stage2_000462.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_000463.jpg,true,True,False,False,1,0.9724,stage2,blue,none,none,none,none,none,large
stage3_000284.jpg,false,False,False,False,0,0.0,stage3,none,none,none,none,none,none,none
stage2_000472.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage3_000288.jpg,true,True,False,False,1,0.9513,stage3,red,medium,none,none,none,none,medium
stage3_000289.jpg,true,True,False,False,1,0.9654,stage3,blue,light,none,none,none,none,large
stage4_000369.jpg,false,False,False,False,0,0.0,stage4,none,none,shadow,medium,none,normal,none
stage1_000132.jpg,true,True,False,False,1,0.9736,stage1,red,none,none,none,none,none,medium
stage2_000495.jpg,true,True,False,False,1,0.9483,stage2,blue,none,none,none,none,none,large
stage3_000301.jpg,true,True,False,False,1,0.9693,stage3,blue,none,none,none,none,none,large
stage4_000387.jpg,true,True,False,False,1,0.9543,stage4,blue,none,sunny,none,none,mild_over,medium
stage2_000502.jpg,true,True,False,False,1,0.9516,stage2,blue,none,none,none,none,none,large
stage2_000503.jpg,true,True,False,False,1,0.9817,stage2,red,none,none,none,none,none,small
stage4_000390.jpg,true,True,False,False,1,0.9687,stage4,red,none,sunny,none,none,mild_over,medium
stage2_000509.jpg,true,True,False,False,1,0.9701,stage2,red,none,none,none,none,none,small
stage4_000396.jpg,true,True,False,False,1,0.9735,stage4,blue,none,normal,none,none,normal,large
stage4_000397.jpg,true,True,False,False,1,0.9681,stage4,blue,none,sunny,none,none,mild_over,large
stage1_000140.jpg,false,False,False,False,0,0.0,stage1,none,none,none,none,none,none,none
stage2_000513.jpg,true,True,False,False,1,0.964,stage2,red,none,none,none,none,none,small
stage3_000310.jpg,true,True,False,False,1,0.9768,stage3,blue,light,none,none,none,none,medium
stage3_000311.jpg,true,True,False,False,1,0.9701,stage3,blue,light,none,none,none,none,large
stage2_000529.jpg,true,True,False,False,1,0.9563,stage2,red,none,none,none,none,none,small
stage4_000409.jpg,true,True,False,False,1,0.9664,stage4,blue,none,glare,none,medium,mild_over,medium
stage2_000532.jpg,true,True,False,False,1,0.9792,stage2,red,none,none,none,none,none,medium
stage4_000417.jpg,true,True,False,False,1,0.9742,stage4,blue,none,normal,none,none,normal,large
stage4_000419.jpg,true,True,False,False,1,0.9728,stage4,blue,none,normal,none,none,normal,large
stage3_000328.jpg,true,True,False,False,1,0.9727,stage3,red,none,none,none,none,none,large
stage4_000423.jpg,true,True,False,False,1,0.9676,stage4,blue,none,sunny,none,none,mild_over,large
stage3_000336.jpg,true,True,False,False,1,0.9716,stage3,blue,medium,none,none,none,none,large
stage4_000436.jpg,true,True,False,False,1,0.9652,stage4,blue,none,shadow,light,none,normal,small
stage3_000350.jpg,true,True,False,False,1,0.9602,stage3,blue,medium,none,none,none,none,medium
stage3_000351.jpg,false,False,False,False,0,0.0,stage3,none,none,none,none,none,none,none
stage2_000568.jpg,true,True,False,False,1,0.9693,stage2,blue,none,none,none,none,none,large
stage2_000569.jpg,true,True,False,False,1,0.975,stage2,red,none,none,none,none,none,medium
stage3_000355.jpg,true,True,False,False,1,0.9213,stage3,red,light,none,none,none,none,very_small
stage2_000597.jpg,true,True,False,False,1,0.9695,stage2,blue,none,none,none,none,none,large
stage3_000374.jpg,true,True,False,False,1,0.9686,stage3,red,medium,none,none,none,none,large
stage2_000603.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_000605.jpg,true,True,False,False,1,0.9794,stage2,red,none,none,none,none,none,medium
stage3_000380.jpg,true,True,False,False,1,0.9747,stage3,blue,none,none,none,none,none,large
stage4_000464.jpg,true,True,False,False,1,0.9707,stage4,red,none,normal,none,none,normal,medium
stage1_000150.jpg,false,False,False,False,0,0.0,stage1,none,none,none,none,none,none,none
stage2_000620.jpg,true,True,False,False,1,0.9681,stage2,blue,none,none,none,none,none,large
stage4_000484.jpg,true,True,False,False,1,0.9645,stage4,red,none,shadow,medium,none,normal,large
stage4_000485.jpg,true,True,False,False,1,0.9667,stage4,red,none,normal,none,none,normal,large
stage2_000622.jpg,true,True,False,False,1,0.9696,stage2,blue,none,none,none,none,none,medium
stage2_000623.jpg,true,True,False,False,1,0.966,stage2,blue,none,none,none,none,none,large
stage2_000627.jpg,true,True,False,False,1,0.9675,stage2,red,none,none,none,none,none,large
stage4_000500.jpg,true,True,False,False,1,0.9707,stage4,blue,none,sunny,none,none,mild_over,large
stage2_000649.jpg,true,True,False,False,1,0.9762,stage2,red,none,none,none,none,none,small
stage2_000655.jpg,true,True,False,False,1,0.9725,stage2,blue,none,none,none,none,none,small
stage2_000657.jpg,true,True,False,False,1,0.9621,stage2,blue,none,none,none,none,none,large
stage4_000511.jpg,true,True,False,False,1,0.9761,stage4,blue,none,normal,none,none,normal,large
stage1_000162.jpg,true,True,False,False,1,0.9263,stage1,blue,none,none,none,none,none,medium
stage2_000664.jpg,true,True,False,False,1,0.9767,stage2,blue,none,none,none,none,none,medium
stage3_000414.jpg,true,True,False,False,1,0.9741,stage3,red,none,none,none,none,none,large
stage3_000416.jpg,true,True,False,False,1,0.9778,stage3,red,none,none,none,none,none,small
stage2_000677.jpg,true,True,False,False,1,0.9651,stage2,blue,none,none,none,none,none,large
stage4_000527.jpg,true,True,False,False,1,0.9624,stage4,blue,none,shadow,medium,none,normal,large
stage3_000424.jpg,true,True,False,False,1,0.9642,stage3,blue,none,none,none,none,none,large
stage2_000690.jpg,true,True,False,False,1,0.9803,stage2,red,none,none,none,none,none,medium
stage2_000694.jpg,true,True,False,False,1,0.9724,stage2,blue,none,none,none,none,none,large
stage2_000701.jpg,true,True,False,False,1,0.9619,stage2,red,none,none,none,none,none,small
stage4_000542.jpg,true,True,False,False,1,0.9611,stage4,blue,none,normal,none,none,normal,medium
stage3_000435.jpg,true,True,False,False,1,0.9752,stage3,red,medium,none,none,none,none,medium
stage1_000173.jpg,true,True,False,False,1,0.9769,stage1,blue,none,none,none,none,none,large
stage1_000174.jpg,true,True,False,False,1,0.9421,stage1,blue,none,none,none,none,none,large
stage4_000554.jpg,true,True,False,False,1,0.9779,stage4,blue,none,normal,none,none,normal,medium
stage1_000178.jpg,true,True,False,False,1,0.9778,stage1,blue,none,none,none,none,none,large
stage2_000754.jpg,true,True,False,False,1,0.9765,stage2,red,none,none,none,none,none,medium
stage3_000461.jpg,true,True,False,False,1,0.9702,stage3,blue,light,none,none,none,none,large
stage1_000186.jpg,true,True,False,False,1,0.9636,stage1,red,none,none,none,none,none,small
stage2_000759.jpg,true,True,False,False,1,0.9635,stage2,blue,none,none,none,none,none,large
stage2_000762.jpg,true,True,False,False,1,0.9749,stage2,red,none,none,none,none,none,medium
stage4_000573.jpg,true,True,False,False,1,0.9684,stage4,red,none,normal,none,none,normal,large
stage2_000771.jpg,true,True,False,False,1,0.9381,stage2,red,none,none,none,none,none,small
stage3_000470.jpg,true,True,False,False,1,0.9661,stage3,blue,none,none,none,none,none,medium
stage3_000473.jpg,true,True,False,False,1,0.9712,stage3,blue,light,none,none,none,none,large
stage3_000477.jpg,true,True,False,False,1,0.9682,stage3,red,light,none,none,none,none,medium
stage4_000587.jpg,true,True,False,False,1,0.9617,stage4,blue,none,glare,none,medium,mild_over,large
stage2_000786.jpg,true,True,False,False,1,0.971,stage2,blue,none,none,none,none,none,large
stage3_000488.jpg,true,True,False,False,1,0.9697,stage3,blue,none,none,none,none,none,small
stage2_000794.jpg,true,True,False,False,1,0.9696,stage2,blue,none,none,none,none,none,large
stage3_000494.jpg,true,True,False,False,1,0.9663,stage3,red,light,none,none,none,none,medium
stage2_000798.jpg,true,True,False,False,1,0.9635,stage2,blue,none,none,none,none,none,small
stage2_000802.jpg,true,True,False,False,1,0.9794,stage2,red,none,none,none,none,none,small
stage4_000600.jpg,true,True,False,False,1,0.9719,stage4,red,none,glare,none,medium,mild_over,medium
stage3_000496.jpg,true,True,False,False,1,0.9704,stage3,blue,medium,none,none,none,none,large
stage2_000806.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage4_000605.jpg,true,True,False,False,1,0.9767,stage4,red,light,blur_light,none,none,mild_over,medium
stage4_000606.jpg,true,True,False,False,1,0.9734,stage4,red,none,shadow,medium,none,normal,medium
stage2_000818.jpg,true,True,False,False,1,0.9679,stage2,blue,none,none,none,none,none,large
stage4_000615.jpg,true,True,False,False,1,0.9758,stage4,blue,none,shadow,medium,none,normal,large
stage2_000820.jpg,true,True,False,False,1,0.9654,stage2,red,none,none,none,none,none,medium
stage4_000618.jpg,true,True,False,False,1,0.9812,stage4,red,none,normal,none,none,normal,medium
stage2_000824.jpg,true,True,False,False,1,0.9732,stage2,red,none,none,none,none,none,small
stage2_000827.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage3_000516.jpg,true,True,False,False,1,0.9512,stage3,blue,none,none,none,none,none,small
stage1_000201.jpg,true,True,False,False,1,0.975,stage1,blue,none,none,none,none,none,large
stage2_000839.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage3_000525.jpg,true,True,False,False,1,0.9744,stage3,red,none,none,none,none,none,large
stage4_000635.jpg,true,True,False,False,1,0.9699,stage4,blue,none,shadow,light,none,normal,medium
stage2_000841.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage4_000636.jpg,true,True,False,False,1,0.9695,stage4,blue,none,normal,none,none,normal,small
stage2_000845.jpg,true,True,False,False,1,0.9686,stage2,red,none,none,none,none,none,medium
stage4_000641.jpg,true,True,False,False,1,0.9772,stage4,red,none,normal,none,none,normal,large
stage4_000642.jpg,false,False,False,False,0,0.0,stage4,none,none,normal,none,none,normal,none
stage2_000853.jpg,true,True,False,False,1,0.9726,stage2,blue,none,none,none,none,none,large
stage3_000533.jpg,true,True,False,False,1,0.9619,stage3,blue,none,none,none,none,none,large
stage2_000861.jpg,true,True,False,False,1,0.9781,stage2,blue,none,none,none,none,none,medium
stage2_000863.jpg,true,True,False,False,1,0.9683,stage2,red,none,none,none,none,none,large
stage2_000866.jpg,true,True,False,False,1,0.9631,stage2,red,none,none,none,none,none,large
stage4_000650.jpg,true,True,False,False,1,0.9581,stage4,blue,none,glare,none,medium,mild_over,large
stage4_000653.jpg,true,True,False,False,1,0.9672,stage4,red,none,sunny,none,none,mild_over,medium
stage3_000537.jpg,true,True,False,False,1,0.9703,stage3,red,none,none,none,none,none,medium
stage2_000887.jpg,true,True,False,False,1,0.9593,stage2,blue,none,none,none,none,none,large
stage2_000892.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage1_000212.jpg,true,True,False,False,1,0.9653,stage1,red,none,none,none,none,none,small
stage4_000666.jpg,true,True,False,False,1,0.9684,stage4,red,none,sunny,none,none,mild_over,medium
stage2_000908.jpg,true,True,False,False,1,0.9753,stage2,blue,none,none,none,none,none,medium
stage1_000220.jpg,true,True,False,False,1,0.9786,stage1,red,none,none,none,none,none,large
stage3_000566.jpg,true,True,False,False,1,0.9731,stage3,red,none,none,none,none,none,medium
stage4_000683.jpg,true,True,False,False,1,0.9817,stage4,red,none,normal,none,none,normal,small
stage3_000569.jpg,true,True,False,False,1,0.9752,stage3,red,none,none,none,none,none,medium
stage3_000571.jpg,true,True,False,False,1,0.9713,stage3,blue,none,none,none,none,none,large
stage3_000574.jpg,true,True,False,False,1,0.9604,stage3,red,light,none,none,none,none,medium
stage4_000689.jpg,false,False,False,False,0,0.0,stage4,none,none,normal,none,none,normal,none
stage2_000942.jpg,true,True,False,False,1,0.9768,stage2,blue,none,none,none,none,none,medium
stage3_000583.jpg,true,True,False,False,1,0.9695,stage3,red,none,none,none,none,none,large
stage3_000586.jpg,true,True,False,False,1,0.9715,stage3,red,none,none,none,none,none,medium
stage3_000588.jpg,true,True,False,False,1,0.9656,stage3,blue,medium,none,none,none,none,large
stage2_000948.jpg,true,True,False,False,1,0.9709,stage2,red,none,none,none,none,none,large
stage3_000589.jpg,true,True,False,False,1,0.977,stage3,blue,none,none,none,none,none,large
stage2_000955.jpg,true,True,False,False,1,0.9672,stage2,blue,none,none,none,none,none,medium
stage1_000232.jpg,true,True,False,False,1,0.9703,stage1,blue,none,none,none,none,none,medium
stage3_000598.jpg,true,True,False,False,1,0.9736,stage3,blue,none,none,none,none,none,large
stage2_000964.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage4_000723.jpg,true,True,False,False,1,0.9606,stage4,blue,none,normal,none,none,normal,large
stage4_000729.jpg,true,True,False,False,1,0.946,stage4,red,none,sunny,none,none,mild_over,very_small
stage3_000614.jpg,true,True,False,False,1,0.945,stage3,red,light,none,none,none,none,small
stage4_000737.jpg,true,True,False,False,1,0.9529,stage4,blue,none,normal,none,none,normal,small
stage4_000740.jpg,true,True,False,False,1,0.9653,stage4,blue,none,sunny,none,none,mild_over,large
stage4_000741.jpg,true,True,False,False,1,0.9655,stage4,red,none,normal,none,none,normal,small
stage1_000239.jpg,true,True,False,False,1,0.975,stage1,blue,none,none,none,none,none,medium
stage2_000992.jpg,true,True,False,False,1,0.9679,stage2,red,none,none,none,none,none,small
stage2_000997.jpg,true,True,False,False,1,0.9658,stage2,red,none,none,none,none,none,medium
stage2_001000.jpg,true,True,False,False,1,0.967,stage2,blue,none,none,none,none,none,large
stage4_000753.jpg,true,True,False,False,1,0.9638,stage4,blue,none,normal,none,none,normal,small
stage4_000754.jpg,false,False,False,False,0,0.0,stage4,none,none,normal,none,none,normal,none
stage4_000755.jpg,true,True,False,False,1,0.9745,stage4,red,none,shadow,medium,none,normal,large
stage2_001022.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_001024.jpg,true,True,False,False,1,0.9644,stage2,red,none,none,none,none,none,large
stage2_001031.jpg,true,True,False,False,1,0.9797,stage2,red,none,none,none,none,none,very_small
stage3_000648.jpg,true,True,False,False,1,0.9785,stage3,red,medium,none,none,none,none,large
stage2_001039.jpg,true,True,False,False,1,0.9782,stage2,red,none,none,none,none,none,large
stage3_000651.jpg,true,True,False,False,1,0.9672,stage3,blue,none,none,none,none,none,large
stage4_000768.jpg,true,True,False,False,1,0.9595,stage4,red,none,shadow,medium,none,normal,medium
stage2_001045.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_001047.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage4_000771.jpg,true,True,False,False,1,0.976,stage4,blue,none,sunny,none,none,mild_over,small
stage2_001054.jpg,true,True,False,False,1,0.9738,stage2,blue,none,none,none,none,none,large
stage2_001055.jpg,true,True,False,False,1,0.9629,stage2,blue,none,none,none,none,none,large
stage4_000784.jpg,true,True,False,False,1,0.9679,stage4,blue,none,normal,none,none,normal,medium
stage3_000665.jpg,true,True,False,False,1,0.9774,stage3,red,none,none,none,none,none,large
stage4_000794.jpg,true,True,False,False,1,0.975,stage4,blue,none,sunny,none,none,mild_over,medium
stage2_001073.jpg,true,True,False,False,1,0.9682,stage2,blue,none,none,none,none,none,large
stage2_001075.jpg,true,True,False,False,1,0.9638,stage2,red,none,none,none,none,none,large
stage2_001076.jpg,false,False,False,False,0,0.0,stage2,none,none,none,none,none,none,none
stage2_001077.jpg,true,True,False,False,1,0.9743,stage2,red,none,none,none,none,none,medium
stage4_000801.jpg,true,True,False,False,1,0.9794,stage4,red,none,normal,none,none,normal,medium
stage3_000675.jpg,true,True,False,False,1,0.9672,stage3,red,light,none,none,none,none,medium
stage2_001092.jpg,true,True,False,False,1,0.9597,stage2,red,none,none,none,none,none,medium
stage4_000813.jpg,true,True,False,False,1,0.9777,stage4,blue,none,sunny,none,none,mild_over,small
stage2_001098.jpg,true,True,False,False,1,0.9769,stage2,red,none,none,none,none,none,large
stage4_000815.jpg,true,True,False,False,1,0.9621,stage4,red,none,normal,none,none,normal,medium
stage2_001109.jpg,true,True,False,False,1,0.9567,stage2,blue,none,none,none,none,none,large
stage2_001111.jpg,true,True,False,False,1,0.9703,stage2,blue,none,none,none,none,none,large
stage4_000826.jpg,true,True,False,False,1,0.9713,stage4,red,none,shadow,medium,none,normal,large
stage4_000829.jpg,true,True,False,False,1,0.9594,stage4,blue,none,shadow,light,none,normal,small
stage4_000832.jpg,true,True,False,False,1,0.9608,stage4,blue,none,glare,none,medium,mild_over,medium
stage1_000268.jpg,true,True,False,False,1,0.9734,stage1,red,none,none,none,none,none,medium
stage2_001124.jpg,true,True,False,False,1,0.9763,stage2,blue,none,none,none,none,none,large
stage4_000837.jpg,true,True,False,False,1,0.9511,stage4,blue,none,sunny,none,none,mild_over,large
stage4_000844.jpg,true,True,False,False,1,0.961,stage4,blue,none,normal,none,none,normal,large
stage3_000696.jpg,true,True,False,False,1,0.9686,stage3,blue,light,none,none,none,none,small
stage4_000848.jpg,true,True,False,False,1,0.9747,stage4,red,none,sunny,none,none,mild_over,small
stage2_001134.jpg,true,True,False,False,1,0.9414,stage2,red,none,none,none,none,none,medium
stage2_001142.jpg,true,True,False,False,1,0.9733,stage2,blue,none,none,none,none,none,large
stage2_001143.jpg,true,True,False,False,1,0.975,stage2,red,none,none,none,none,none,medium
stage4_000855.jpg,true,True,False,False,1,0.9674,stage4,red,none,glare,none,medium,mild_over,medium
stage2_001148.jpg,true,True,False,False,1,0.9683,stage2,blue,none,none,none,none,none,small
stage4_000860.jpg,true,True,False,False,1,0.9567,stage4,blue,none,sunny,none,none,mild_over,medium
stage2_001156.jpg,true,True,False,False,1,0.9779,stage2,red,none,none,none,none,none,very_small
stage4_000868.jpg,true,True,False,False,1,0.9634,stage4,red,none,shadow,medium,none,normal,medium
stage3_000712.jpg,true,True,False,False,1,0.9781,stage3,red,light,none,none,none,none,large
